date,open,high,low,close,adj_close,volume,returns,year,month,day,dayofweek,quarter,dayofyear,weekofyear,month_sin,month_cos,dayofweek_sin,dayofweek_cos,lag_1,lag_2,lag_3,lag_5,lag_7,lag_10,lag_14,lag_20,ma_5,volatility_5,ma_10,volatility_10,ma_20,volatility_20,ma_30,volatility_30
1999-03-19,0.0434900000691413,0.0450519993901252,0.0434900000691413,0.0437499992549419,0.0401160046458244,105312000,0.298028418785945,1999,3,19,4,1,78,11,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0399968028068542,0.0395190604031086,0.0392806641757488,0.0389221496880054,0.0414290614426136,0.0402352102100849,0.0421461090445518,0.0398775972425937,0.03990125060081478,2.6837841246369245,0.040247397124767256,2.7532755798966226,0.04085028581321235,3.7710322235870963,0.03984541383882358,3.9513134346798595
1999-03-22,0.0446610003709793,0.0447920002043247,0.0424479991197586,0.0424479991197586,0.0389221496880054,36672000,-2.976006629671346,1999,3,22,0,1,81,12,1.0,6.123233995736766e-17,0.0,1.0,0.0401160046458244,0.0399968028068542,0.0395190604031086,0.0405937209725379,0.039638265967369,0.0408321321010589,0.0417875871062278,0.0401160046458244,0.039566936343908274,2.114311111328222,0.04005639888346191,2.8466665949587155,0.040790593065321394,3.8302585955392345,0.0398812353610992,3.9664054038782335
1999-03-23,0.0427079983055591,0.0427079983055591,0.0390629991888999,0.0398439988493919,0.0365344360470771,163968000,-6.1345883001526875,1999,3,23,1,1,82,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0389221496880054,0.0401160046458244,0.0399968028068542,0.0392806641757488,0.0389221496880054,0.0421461090445518,0.0389221496880054,0.0420259907841682,0.03901769071817394,3.107145041931036,0.039495231583714444,3.0405487249491525,0.040516015328466846,3.8797364069201397,0.03988123536109919,4.078952114751164
1999-03-24,0.0395830012857914,0.0398439988493919,0.0380209982395172,0.0395830012857914,0.0362951233983039,60864000,-0.6550330993609133,1999,3,24,2,1,83,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.0365344360470771,0.0389221496880054,0.0401160046458244,0.0395190604031086,0.0405937209725379,0.0414290614426136,0.0380858816206455,0.0453691333532333,0.038372903317213,2.9507559543134914,0.038981837779283476,3.0461346044812285,0.040062314830720376,3.3138291554671473,0.03992103015383079,4.011454306493527
1999-03-25,0.0394529998302459,0.0416669994592666,0.0393229983747005,0.0401040017604827,0.0367728471755981,40320000,1.3162202868182593,1999,3,25,3,1,84,12,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0362951233983039,0.0365344360470771,0.0389221496880054,0.0399968028068542,0.0392806641757488,0.039638265967369,0.0402352102100849,0.0439368896186351,0.03772811219096178,2.9770420403452698,0.03869529590010638,2.9387243967952013,0.03970411270856852,3.315594094358834,0.03998866900801654,4.009869954070003
1999-03-26,0.0406249985098838,0.0437499992549419,0.0406249985098838,0.0436200015246868,0.0399968028068542,88272000,8.76721787644299,1999,3,26,4,1,85,12,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0367728471755981,0.0362951233983039,0.0365344360470771,0.0401160046458244,0.0395190604031086,0.0389221496880054,0.0408321321010589,0.041906788945198,0.03770427182316774,5.601232050041883,0.03880276121199126,4.151595215554073,0.03960861340165133,3.8233144963527996,0.040064286440610844,4.022641012810823
1999-03-29,0.0449220016598701,0.0459639988839626,0.0441409982740879,0.0449220016598701,0.0411906465888023,65952000,2.9848480332620886,1999,3,29,0,1,88,13,1.0,6.123233995736766e-17,0.0,1.0,0.0399968028068542,0.0367728471755981,0.0362951233983039,0.0389221496880054,0.0399968028068542,0.0405937209725379,0.0421461090445518,0.0421461090445518,0.038157971203327125,5.4241077276615,0.0388624537736177,4.0322323242639095,0.03956084027886386,3.8853323604818892,0.040108054752151116,3.9258455864352477
1999-03-30,0.0450519993901252,0.0454429984092712,0.0408850014209747,0.0411459989845752,0.0377282798290252,69504000,-8.405711117723392,1999,3,30,1,1,89,13,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0411906465888023,0.0399968028068542,0.0367728471755981,0.0365344360470771,0.0401160046458244,0.0392806641757488,0.0414290614426136,0.0417875871062278,0.03839673995971674,6.232552288802033,0.03870721533894534,4.785460885592158,0.039357874915003734,4.311825272699674,0.04002846392492448,4.225662464487937
1999-03-31,0.0424479991197586,0.0445309989154338,0.0404950007796287,0.0440099984407424,0.0403544045984745,153600000,6.960626833108274,1999,3,31,2,1,90,13,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.0377282798290252,0.0411906465888023,0.0399968028068542,0.0362951233983039,0.0389221496880054,0.0395190604031086,0.039638265967369,0.0389221496880054,0.03920859619975086,6.700604519099942,0.03879074975848193,5.311928742619345,0.03942948766052719,4.333246223410681,0.0401080541312694,4.296855401742053
1999-04-01,0.0440099984407424,0.0442709997296333,0.0419269986450672,0.0427079983055591,0.0391605421900749,30432000,-2.9584438682183745,1999,4,1,3,2,91,13,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.0403544045984745,0.0377282798290252,0.0411906465888023,0.0367728471755981,0.0365344360470771,0.0399968028068542,0.0389221496880054,0.0380858816206455,0.039686135202646224,7.1209536065695085,0.038707123696804,5.398639553501555,0.039483220688998656,4.360732718390238,0.040127951527635215,4.329821335277726
1999-04-05,0.042187999933958,0.0432289987802505,0.0411459989845752,0.0414059981703758,0.0379666984081268,98640000,-3.0485884903061256,1999,4,5,0,2,95,14,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0391605421900749,0.0403544045984745,0.0377282798290252,0.0399968028068542,0.0362951233983039,0.0401160046458244,0.0405937209725379,0.0402352102100849,0.03928011432290074,5.959668766469758,0.03849219307303424,5.47575978489023,0.03936979509890075,4.223741650565254,0.04006425489981965,4.322338165050353
1999-04-06,0.041797000914812,0.0419269986450672,0.0395830012857914,0.0403649993240833,0.0370121747255325,69696000,-2.514107685460454,1999,4,6,1,2,96,14,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0379666984081268,0.0391605421900749,0.0403544045984745,0.0411906465888023,0.0367728471755981,0.0389221496880054,0.0392806641757488,0.0408321321010589,0.03844441995024678,5.5589612156752555,0.03830119557678695,5.453659525951064,0.03917879723012443,4.234194461869401,0.03996079390247658,4.342959586047207
1999-04-07,0.0406249985098838,0.0440099984407424,0.0403649993240833,0.0437499992549419,0.0401160046458244,89280000,8.385970139038479,1999,4,7,2,2,97,14,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.0370121747255325,0.0379666984081268,0.0391605421900749,0.0377282798290252,0.0399968028068542,0.0365344360470771,0.0395190604031086,0.0421461090445518,0.038921964913606624,5.78412629499285,0.03865935243666168,5.67643632907263,0.03907729201018806,4.608119047453471,0.039897127697865124,4.531428904826668
1999-04-08,0.0440099984407424,0.0458329990506172,0.0434900000691413,0.0445309989154338,0.0408321321010589,130128000,1.785141520340905,1999,4,8,3,2,98,14,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.0401160046458244,0.0370121747255325,0.0379666984081268,0.0403544045984745,0.0411906465888023,0.0362951233983039,0.0399968028068542,0.0414290614426136,0.039017510414123505,4.932893763119319,0.03911305330693718,5.6457722575111795,0.03904744554311032,4.612157242693352,0.039745894322792644,4.288799896990952
1999-04-09,0.0447920002043247,0.0447920002043247,0.0434900000691413,0.0437499992549419,0.0401160046458244,48624000,-1.7538331171688348,1999,4,9,4,2,99,14,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0408321321010589,0.0401160046458244,0.0370121747255325,0.0391605421900749,0.0377282798290252,0.0367728471755981,0.0401160046458244,0.039638265967369,0.03920860290527339,4.758467641040655,0.039447369053959805,5.729296463849449,0.039071332477033094,4.519475678069537,0.03961853149036562,4.263722914497686
1999-04-12,0.0432289987802505,0.0432289987802505,0.0411459989845752,0.0419269986450672,0.0384444370865821,33312000,-4.16683459382411,1999,4,12,0,2,102,15,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0401160046458244,0.0408321321010589,0.0401160046458244,0.0379666984081268,0.0403544045984745,0.0399968028068542,0.0389221496880054,0.0389221496880054,0.039304150640964465,4.99167885801357,0.0392921324819326,5.22373333771596,0.039047446846961924,4.603455374829615,0.039503119761745094,4.248337808527632
1999-04-13,0.0427079983055591,0.0427079983055591,0.0395830012857914,0.0402339994907379,0.0368920266628265,36144000,-4.038062568738765,1999,4,13,1,2,103,15,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0384444370865821,0.0401160046458244,0.0408321321010589,0.0370121747255325,0.0391605421900749,0.0411906465888023,0.0365344360470771,0.0405937209725379,0.03928012102842326,5.249918920674456,0.03886227048933502,5.209128689143773,0.038862362131476355,4.574921994427179,0.039327983682354246,4.302476255920933
1999-04-14,0.0401040017604827,0.0410160012543201,0.0390629991888999,0.0390629991888999,0.0358183160424232,48288000,-2.9104137601776325,1999,4,14,2,2,104,15,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.0368920266628265,0.0384444370865821,0.0401160046458244,0.0401160046458244,0.0379666984081268,0.0377282798290252,0.0362951233983039,0.0392806641757488,0.03842058330774302,2.4408301137386204,0.03867127411067482,4.5914164884444135,0.038689244724810085,4.564832559304568,0.03912900798022743,4.327040122027968
1999-04-15,0.0401040017604827,0.0401040017604827,0.0390629991888999,0.0401040017604827,0.0367728471755981,35856000,2.6649246492893575,1999,4,15,3,2,105,15,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.0358183160424232,0.0368920266628265,0.0384444370865821,0.0408321321010589,0.0370121747255325,0.0403544045984745,0.0367728471755981,0.0395190604031086,0.03760872632265086,2.8058645464302545,0.038313118368387175,3.984378542999731,0.03855193406343456,4.610797131826452,0.039057364563147186,4.185701106480154
1999-04-16,0.0398439988493919,0.0420570001006126,0.0398439988493919,0.0414059981703758,0.0379666984081268,38928000,3.246556424711433,1999,4,16,4,2,106,15,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0367728471755981,0.0358183160424232,0.0368920266628265,0.0401160046458244,0.0401160046458244,0.0391605421900749,0.0399968028068542,0.0399968028068542,0.03717886507511134,3.686629595005038,0.038193733990192366,4.101907537142173,0.03845042884349818,4.6671199211519,0.03905339178939656,4.210707811618829
1999-04-19,0.0419269986450672,0.0419269986450672,0.0390629991888999,0.0395830012857914,0.0362951233983039,31296000,-4.402739979795289,1999,4,19,0,2,109,16,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0379666984081268,0.0367728471755981,0.0358183160424232,0.0384444370865821,0.0408321321010589,0.0379666984081268,0.0411906465888023,0.0401160046458244,0.0367490023374557,3.737792965596221,0.03802657648921008,4.225602080896879,0.03825938478112216,4.760400646369603,0.038922055562337195,4.151622200883145
1999-04-20,0.0395830012857914,0.0411459989845752,0.0384109988808631,0.0388020016252994,0.0355789959430694,67680000,-1.9730679721782218,1999,4,20,1,2,110,16,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0362951233983039,0.0379666984081268,0.0367728471755981,0.0368920266628265,0.0401160046458244,0.0370121747255325,0.0377282798290252,0.0389221496880054,0.036486396193504286,3.431901875717861,0.03788325861096377,4.198480427089762,0.038092227093875365,4.736979677640575,0.038746951023737534,4.149522005095291
1999-04-21,0.0388020016252994,0.0395830012857914,0.0385419987142086,0.0394529998302459,0.0361759327352047,37488000,1.6777786340302026,1999,4,21,2,2,111,16,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.0355789959430694,0.0362951233983039,0.0379666984081268,0.0358183160424232,0.0384444370865821,0.0401160046458244,0.0403544045984745,0.0365344360470771,0.03655791953206058,3.2954330773701406,0.0374892514199018,3.025683787038795,0.03807430192828174,4.5527439640616425,0.038547945146759306,4.112894557585412
1999-04-22,0.0395830012857914,0.0395830012857914,0.0373700000345706,0.0377600006759166,0.0346235521137714,227184000,-4.291197224398302,1999,4,22,3,2,112,16,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.0361759327352047,0.0355789959430694,0.0362951233983039,0.0367728471755981,0.0368920266628265,0.0408321321010589,0.0391605421900749,0.0362951233983039,0.036128060519695235,3.480334320107262,0.036868393421173054,3.0172274528862535,0.03799072336405511,4.6537831648607435,0.0383210948357979,4.167387943742166
1999-04-23,0.0376299992203712,0.0377600006759166,0.0356770008802413,0.0359379984438419,0.0329528823494911,126048000,-4.825240803689224,1999,4,23,4,2,113,16,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0346235521137714,0.0361759327352047,0.0355789959430694,0.0379666984081268,0.0358183160424232,0.0401160046458244,0.0379666984081268,0.0367728471755981,0.0351252973079681,2.7212808803343105,0.03615208119153972,3.1867910961190984,0.03779972512274977,4.754603534596335,0.03809824871520197,4.184209436667401
1999-04-26,0.0359379984438419,0.0364580005407333,0.0333329997956752,0.0341150015592575,0.0312813222408294,123504000,-5.072576325595735,1999,4,26,0,2,116,17,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.0329528823494911,0.0346235521137714,0.0361759327352047,0.0362951233983039,0.0367728471755981,0.0384444370865821,0.0370121747255325,0.0399968028068542,0.0341225370764732,2.836251077191061,0.03543576970696445,3.270101723930272,0.037363951094448525,4.3323066853862775,0.03784355446696277,4.260366241555575
1999-04-27,0.0348960012197494,0.0380209982395172,0.034375000745058,0.0377600006759166,0.0346235521137714,226944000,10.68442646768817,1999,4,27,1,2,117,17,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.0312813222408294,0.0329528823494911,0.0346235521137714,0.0355789959430694,0.0379666984081268,0.0368920266628265,0.0401160046458244,0.0411906465888023,0.0339314483106136,6.777403940501414,0.03520892225205894,5.067151597262432,0.03703559637069698,5.007024495603922,0.037644548838337226,4.656793805777009
1999-04-28,0.0380209982395172,0.0380209982395172,0.0363279990851879,0.0375000014901161,0.0343851558864116,120096000,-0.6885377519222802,1999,4,28,2,2,118,17,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.0346235521137714,0.0312813222408294,0.0329528823494911,0.0361759327352047,0.0362951233983039,0.0358183160424232,0.0408321321010589,0.0377282798290252,0.033573292940854975,6.680998160219984,0.03506560623645778,4.998950670433589,0.0368684401735663,4.671961687751635,0.037481365228692644,4.626943085674796
1999-04-29,0.0376299992203712,0.0377600006759166,0.0367190018296241,0.0375000014901161,0.0343851558864116,48144000,0.0,1999,4,29,3,2,119,17,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.0343851558864116,0.0346235521137714,0.0312813222408294,0.0346235521137714,0.0355789959430694,0.0367728471755981,0.0401160046458244,0.0403544045984745,0.03352561369538302,6.396153315951404,0.03482683710753913,4.893367884175301,0.03656997773796315,4.345634212997613,0.037310235078136085,4.623981901836904
1999-04-30,0.037891000509262,0.0395830012857914,0.0376299992203712,0.0380209982395172,0.0348628684878349,99312000,1.3892989259708166,1999,4,30,4,2,120,17,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0343851558864116,0.0343851558864116,0.0346235521137714,0.0329528823494911,0.0361759327352047,0.0379666984081268,0.0384444370865821,0.0391605421900749,0.03390761092305178,5.794877542671233,0.03451645411550994,4.766245097957543,0.03635509405285116,4.335970168472891,0.03713910393416877,4.626210954040493
1999-05-03,0.0384109988808631,0.0384109988808631,0.0372399985790252,0.038281001150608,0.0351012796163558,33840000,0.6838540225228007,1999,5,3,0,2,123,18,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0348628684878349,0.0343851558864116,0.0343851558864116,0.0312813222408294,0.0346235521137714,0.0362951233983039,0.0368920266628265,0.0379666984081268,0.03467160239815706,4.687656868584658,0.03439706973731513,4.601712281819164,0.036211823113262605,4.30034383371891,0.03697194643318648,4.628625017176104
1999-05-04,0.038281001150608,0.038281001150608,0.0354170016944408,0.0361980013549327,0.0331912897527217,96048000,-5.441368190873918,1999,5,4,1,2,124,18,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0351012796163558,0.0348628684878349,0.0343851558864116,0.0346235521137714,0.0329528823494911,0.0355789959430694,0.0358183160424232,0.0370121747255325,0.034385149925947114,2.701339060676411,0.034158299118280354,4.869622532522295,0.036020778864622065,4.427393202600168,0.03678091776867702,4.698358287044644
1999-05-05,0.0364580005407333,0.0369790010154247,0.034375000745058,0.0369790010154247,0.0339074209332466,144576000,2.1575876859867282,1999,5,5,2,2,125,18,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0331912897527217,0.0351012796163558,0.0348628684878349,0.0343851558864116,0.0312813222408294,0.0361759327352047,0.0367728471755981,0.0401160046458244,0.03428960293531412,3.015309122840498,0.033931447938084544,4.896720348845982,0.035710349678993177,3.9682377569088074,0.03669335059821601,4.59359287615983
1999-05-06,0.0367190018296241,0.0375000014901161,0.03515600040555,0.0362630002200603,0.0332508869469165,35616000,-1.9362545668767273,1999,5,6,3,2,126,18,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.0339074209332466,0.0331912897527217,0.0351012796163558,0.0343851558864116,0.0346235521137714,0.0346235521137714,0.0379666984081268,0.0408321321010589,0.0340627491474151,3.099596286994476,0.033794181421399054,4.7507434504958965,0.03533128742128606,3.9294906966868597,0.03659187604983643,4.604412099175108
1999-05-07,0.03515600040555,0.0367190018296241,0.03515600040555,0.0364580005407333,0.0334296859800815,25008000,0.5377271092059877,1999,5,7,4,2,127,18,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0332508869469165,0.0339074209332466,0.0331912897527217,0.0348628684878349,0.0343851558864116,0.0329528823494911,0.0362951233983039,0.0401160046458244,0.03377611264586442,2.9821147758388795,0.0338418617844581,4.4786687475811355,0.034996971487998914,3.9382114700156965,0.036480437343319204,4.5978151818534485
1999-05-10,0.0361980013549327,0.0372399985790252,0.0361980013549327,0.0364580005407333,0.0334296859800815,19680000,0.0,1999,5,10,0,2,130,19,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0334296859800815,0.0332508869469165,0.0339074209332466,0.0351012796163558,0.0343851558864116,0.0312813222408294,0.0355789959430694,0.0384444370865821,0.03344179391860956,2.9119196001888286,0.03405669815838331,4.0807731039622945,0.034746233932673884,3.8621672725055456,0.036261533449093455,4.274347132802907
1999-05-11,0.0380209982395172,0.0395830012857914,0.0372399985790252,0.0384109988808631,0.0352204777300357,171744000,5.356890731851949,1999,5,11,1,2,131,19,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0334296859800815,0.0334296859800815,0.0332508869469165,0.0331912897527217,0.0348628684878349,0.0346235521137714,0.0361759327352047,0.0368920266628265,0.033847631514072364,2.7344434487667293,0.03411639072000974,2.777809795814108,0.03466265648603434,3.9945106815389506,0.036062527820467906,4.362240516336566
1999-05-12,0.0388020016252994,0.0397140011191368,0.038281001150608,0.0395830012857914,0.0362951233983039,168480000,3.0511956041747723,1999,5,12,2,2,132,19,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0352204777300357,0.0334296859800815,0.0334296859800815,0.0339074209332466,0.0351012796163558,0.0343851558864116,0.0346235521137714,0.0358183160424232,0.03432517200708382,2.838024047900009,0.03430738747119897,2.8933453324094383,0.03468649685382837,4.0006696191372235,0.03601475593944385,4.135521561416026
1999-05-13,0.0395830012857914,0.0406249985098838,0.0394529998302459,0.0395830012857914,0.0362951233983039,69936000,0.0,1999,5,13,3,2,133,19,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.0362951233983039,0.0352204777300357,0.0334296859800815,0.0332508869469165,0.0331912897527217,0.0343851558864116,0.0329528823494911,0.0367728471755981,0.0349340192973613,2.360598850531926,0.0344983842223882,2.8933453324094383,0.034662610664963664,3.956315317492146,0.03587944656610484,3.918305370601649
1999-05-14,0.0395830012857914,0.0395830012857914,0.0369790010154247,0.0375000014901161,0.0343851558864116,28464000,-5.262325439514992,1999,5,14,4,2,134,19,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0362951233983039,0.0362951233983039,0.0352204777300357,0.0334296859800815,0.0339074209332466,0.0348628684878349,0.0312813222408294,0.0379666984081268,0.035125113278627315,3.991208452201508,0.03445061296224587,3.405795621581912,0.034483533538877904,4.046176842462268,0.035720267022649396,3.994448654800258
1999-05-17,0.0369790010154247,0.0393229983747005,0.0368489995598793,0.0393229983747005,0.0360567197203636,35760000,4.861294913054559,1999,5,17,0,2,137,20,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0343851558864116,0.0362951233983039,0.0362951233983039,0.0334296859800815,0.0332508869469165,0.0351012796163558,0.0346235521137714,0.0362951233983039,0.035650520026683744,4.373435195686904,0.034546156972646645,3.7494716660332714,0.03447161335498089,4.095928844977777,0.03565660106639062,4.070965833611219
1999-05-18,0.0397140011191368,0.0416669994592666,0.0385419987142086,0.0411459989845752,0.0377282798290252,151536000,4.635918413059503,1999,5,18,1,2,138,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0360567197203636,0.0343851558864116,0.0362951233983039,0.0352204777300357,0.0334296859800815,0.0331912897527217,0.0343851558864116,0.0355789959430694,0.03615208044648164,4.2281316465914065,0.034999855980277,3.359134045083678,0.03457907754927868,4.190024232295034,0.03568047123650704,4.1331660994752335
1999-05-19,0.04296899959445,0.0445309989154338,0.038672000169754,0.0393229983747005,0.0360567197203636,451728000,-4.430522982326979,1999,5,19,2,2,139,20,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.0377282798290252,0.0360567197203636,0.0343851558864116,0.0362951233983039,0.0334296859800815,0.0339074209332466,0.0343851558864116,0.0361759327352047,0.03610439971089358,4.807230909639989,0.0352147858589887,3.7983458399771384,0.03457311689853662,4.311009731456296,0.03554516173899168,3.908260158240171
